"address","attributes","business_id","categories","city","hours","is_open","latitude","longitude","name","neighborhood","postal_code","review_count","stars","state","type"
"7835 S Rainbow Blvd, Ste 7","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True},HasTV: False,NoiseLevel: average,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: free","jJ2ca6wqp_YwTsdAWzplkQ","Poke,Restaurants,Food,Asian Fusion,Japanese,Sushi Bars","Las Vegas","Monday 11:0-22:0,Tuesday 11:0-22:0,Wednesday 11:0-22:0,Thursday 11:0-22:0,Friday 11:0-22:0,Saturday 11:0-22:0",1,36.045795,-115.2441173,"Ted's Sushi Burrito","Southwest",89139,54,4.5,"NV","business"
"7537 S Rainbow Blvd, Ste 104","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: False,BusinessAcceptsCreditCards: True,Caters: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True},HasTV: True,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WiFi: free,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","DPmZTwZuknnVPAeIGJq5SA","Vietnamese,Sandwiches,Restaurants","Las Vegas","Monday 8:0-20:0,Tuesday 8:0-20:0,Wednesday 8:0-20:0,Thursday 8:0-20:0,Friday 8:0-21:0,Saturday 9:0-21:0,Sunday 9:0-20:0",1,36.0516237,-115.244128,"Lee's Sandwiches","Southwest",89139,63,3.5,"NV","business"
"7135 S Rainbow Blvd","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: True,DriveThru: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: False,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: no","gwYt_q3Ob7aQJIefIBsZiQ","Restaurants,Fast Food,American (Traditional),Chicken Wings,Chicken Shop","Las Vegas","Monday 9:0-1:30,Tuesday 9:0-1:30,Wednesday 9:0-1:30,Thursday 9:0-1:30,Friday 9:0-1:30,Saturday 9:0-1:30,Sunday 9:0-1:30",1,36.058716,-115.2433571,"Raising Cane's","Southwest",89118,211,4,"NV","business"
"7035 N Durango Dr","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: False,DriveThru: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: False,NoiseLevel: quiet,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WiFi: no","fsTyQVRjkR7tPGI_FzfCKA","Restaurants,Fast Food,Sandwiches,Burgers","Las Vegas","",1,36.288727,-115.288397,"Arby's","Centennial",89149,30,3,"NV","business"
"4300 Meadows Ln","Alcohol: none,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False},OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: False,RestaurantsTakeOut: True","eU_XJ4uNAlRoH4tNfWtz9g","Restaurants,Mexican","Las Vegas","",0,36.1725319,-115.197258,"Tony's Mexican Food","Westside",89107,5,4,"NV","business"
"Red Rock Casino Resort & Spa, 11024 W Charleston Blvd","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},Caters: False,CoatCheck: False,GoodForDancing: True,GoodForKids: True,HappyHour: False,HasTV: True,Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False},NoiseLevel: average,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: False,RestaurantsTableService: True,RestaurantsTakeOut: False,Smoking: no,WheelchairAccessible: True,WiFi: no","9eUBRR7WWOqXErZ7omYLNA","Bars,Music Venues,Restaurants,Arts & Entertainment,Cafes,Lounges,Nightlife","Las Vegas","",1,36.1532890723,-115.331389231,"Sandbar","South Summerlin",89148,20,3,"NV","business"
"313 N Nellis Blvd","Alcohol: beer_and_wine,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: False,RestaurantsTableService: True,RestaurantsTakeOut: True,WiFi: no","T_vPBF3WRyHoNXrr86ZhkQ","Sushi Bars,Restaurants,Buffets,Chinese","Las Vegas","Monday 11:0-20:0,Tuesday 11:0-20:0,Wednesday 11:0-20:0,Thursday 11:0-20:0,Friday 11:0-21:0,Saturday 11:0-21:0,Sunday 11:0-21:0",1,36.1674186472,-115.063731962,"Hibachi Grill & Supreme Buffet","Sunrise",89110,79,3,"NV","business"
"4371 Stewart","GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}","aGl6ey1bOn2cqguYMIZyFw","Mexican,Restaurants","Las Vegas","",1,36.1663559,-115.0812182,"La Tradicion","Sunrise",89110,5,4,"NV","business"
"The Venetian, 3355 Las Vegas Blvd S","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BYOB: True,BYOBCorkage: yes_free,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True},GoodForKids: False,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False},NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: False,WheelchairAccessible: True","gZBhQmqZy9aIq3HID8Vjkw","Italian,Restaurants","Las Vegas","Monday 11:0-23:0,Tuesday 11:0-23:0,Wednesday 11:0-23:0,Thursday 11:0-23:0,Friday 11:0-23:0,Saturday 11:0-23:0,Sunday 11:0-23:0",0,36.1407035,-115.1823137,"Enoteca San Marco","Westside",89109,249,3.5,"NV","business"
"4505 E Bonanza Rd","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},Caters: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: False,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTakeOut: True,WheelchairAccessible: False","zhxnD7J5_sCrKSw5cwI9dQ","Chicken Wings,Restaurants","Las Vegas","",1,36.1731245875,-115.077945472,"Popeyes","Sunrise",89110,13,2,"NV","business"
"1910 Village Center Cir, Ste 6","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: average,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: True,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: no","1JgaRBX0oiRsvEhHF3ZMjw","Restaurants,Pizza,Italian","Las Vegas","Monday 11:0-21:0,Tuesday 11:0-21:0,Wednesday 11:0-21:0,Thursday 11:0-21:0,Friday 11:0-21:0,Saturday 11:0-21:0,Sunday 12:0-21:0",0,36.1929381,-115.3055866,"Upper Crust Pizza","Summerlin",89134,58,4,"NV","business"
"1940 Village Center Cir","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: False,NoiseLevel: average,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True","-FlrlELIGmCqdt_JxbdFgg","Caterers,Chinese,Restaurants,Event Planning & Services","Las Vegas","",0,36.1937598519,-115.305485597,"Panda Express","Summerlin",89134,9,3,"NV","business"
"1204 N Nellis Blvd","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BestNights: {'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': True, 'saturday': False},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},CoatCheck: False,DriveThru: False,GoodForDancing: True,GoodForKids: False,HappyHour: True,HasTV: True,Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True},NoiseLevel: average,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTakeOut: True,Smoking: yes","dENns4dukYRZunxCOUzRsw","Nightlife,Burgers,Sandwiches,Restaurants,Karaoke,Bars","Las Vegas","Monday 0:0-0:0,Tuesday 0:0-0:0,Wednesday 0:0-0:0,Thursday 0:0-0:0,Friday 0:0-0:0,Saturday 0:0-0:0,Sunday 0:0-0:0",1,36.1817765864,-115.061865928,"Buck's Tavern","Sunrise",89110,5,4,"NV","business"
"2510 E Tropicana Ave, Ste 103","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},Caters: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: False,NoiseLevel: loud,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: True,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: True,RestaurantsTakeOut: True,WiFi: no","TNjlLA1DdH75TX_J_XQSRw","Cuban,Pizza,Bakeries,Restaurants,Food","Las Vegas","Monday 9:30-20:30,Tuesday 9:30-20:30,Wednesday 9:30-20:30,Thursday 9:30-20:30,Friday 9:30-20:30,Saturday 9:30-20:30,Sunday 9:30-20:30",1,36.1003245,-115.1163663,"Cuban Sylvain Bakery","Southeast",89121,18,4,"NV","business"
"10120 W, Ste 5","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True},HasTV: False,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: True,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: free","fHNWz_t5jM5MP8o19flX8w","Restaurants,Delis,Sandwiches","Las Vegas","Monday 9:0-20:0,Tuesday 9:0-20:0,Wednesday 9:0-20:0,Thursday 9:0-20:0,Friday 9:0-20:0,Saturday 9:0-20:0,Sunday 10:0-19:0",1,36.0062333,-115.1724794,"Port of Subs","Southeast",89147,10,4,"NV","business"
"3130 E Sunset Rd","Alcohol: none,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False},OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: True,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WheelchairAccessible: True","w2LGE0kHQQv6v0LmJtcfhw","American (New),Restaurants","Las Vegas","",0,36.0718982,-115.1068951,"Big Town Hero","Southeast",89120,3,4,"NV","business"
"2490 E Desert Inn Rd","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: True,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WiFi: no","aBji25npHv54Y5WJiBXX_w","Fast Food,Restaurants,Mexican","Las Vegas","Monday 7:0-12:0,Tuesday 7:0-12:0,Wednesday 7:0-12:0,Thursday 7:0-12:0,Friday 7:0-12:0,Saturday 7:0-12:0,Sunday 7:0-12:0",0,36.1301188,-115.1165697,"Cilantros Taco Grill","Eastside",89121,14,2.5,"NV","business"
"9201 Del Webb Blvd","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: True,BusinessAcceptsCreditCards: True,GoodForDancing: False,GoodForKids: False,HappyHour: True,HasTV: True,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: False,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTakeOut: True,WiFi: no","JAHvhS-EDRxtoArvrpA5JQ","Food,Arts & Entertainment,Bars,American (Traditional),Beer,Wine & Spirits,Pubs,Nightlife,Casinos,Restaurants","Las Vegas","",1,36.2107867,-115.2956432,"Five Star Tavern","Summerlin",89134,5,3.5,"NV","business"
"6181 S Rainbow Blvd","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BYOBCorkage: yes_free,BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: False,Corkage: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: no","OHXnDV01gLokiX1ELaQufA","Restaurants,Japanese","Las Vegas","Monday 11:0-21:0,Tuesday 11:0-21:0,Wednesday 11:0-21:0,Thursday 11:0-21:0,Friday 11:0-21:0,Saturday 11:0-21:0",1,36.0765456,-115.2432137,"Teriyaki House","Spring Valley",89118,104,4.5,"NV","business"
"5555 W Charleston Blvd","Alcohol: full_bar,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},GoodForKids: False,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False},OutdoorSeating: False,RestaurantsAttire: dressy,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: False,WheelchairAccessible: True","w19nAzC69-AppXp8psaFFg","Italian,Restaurants","Las Vegas","",0,36.1590151,-115.217721,"Fellini's Ristorante Italiano","Westside",89145,5,2.5,"NV","business"
"200 S. Decatur Blvd.","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: False,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: True,WheelchairAccessible: False,WiFi: no,BikeParking: True","Qf6EnIzKqhXQg4YNkVAqHQ","American (Traditional),Seafood,Restaurants","Las Vegas","Monday 11:0-22:0,Tuesday 11:0-22:0,Wednesday 11:0-22:0,Thursday 11:0-22:0,Friday 11:0-23:0,Saturday 11:0-23:0,Sunday 11:0-22:0",1,36.1716799,-115.2065845,"Red Lobster","Westside",89107,169,3,"NV","business"
"7614 Westcliff Drive","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},Caters: False,GoodForKids: False,GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False},HasTV: True,NoiseLevel: very_loud,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: True,RestaurantsTakeOut: True,WiFi: no","0YctfylXsdutJo8qFYnZJA","American (Traditional),Restaurants","Las Vegas","",1,36.1745644,-115.2606002,"Westcliff Station","Westside",89145,15,3.5,"NV","business"
"7770 W Ann Rd","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: True,CoatCheck: False,DogsAllowed: False,GoodForDancing: False,GoodForKids: False,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False},HappyHour: True,HasTV: True,Music: {'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False},NoiseLevel: quiet,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: True,Smoking: yes,WheelchairAccessible: True,WiFi: free","YAiHkQAQ9sm23V1CyNT2zQ","Sports Bars,Pizza,Nightlife,Restaurants,Bars","Las Vegas","Monday 6:0-6:0,Tuesday 6:0-6:0,Wednesday 6:0-6:0,Thursday 6:0-6:0,Friday 6:0-6:0,Saturday 6:0-6:0,Sunday 6:0-6:0",1,36.2631315,-115.2655165,"Bogey's Bar & Grill","Centennial",89149,13,3,"NV","business"
"4640 Paradise Rd","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},Caters: True,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: quiet,OutdoorSeating: True,RestaurantsAttire: formal,RestaurantsDelivery: True,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsTakeOut: True,WiFi: free","o_PJyAnngdzxpC5WDyqtyA","Italian,Pizza,Restaurants","Las Vegas","Monday 11:0-23:0,Tuesday 11:0-23:0,Wednesday 11:0-23:0,Thursday 11:0-23:0,Friday 11:0-23:0,Saturday 11:0-23:0,Sunday 11:0-23:0",0,36.105381,-115.1505383,"Milano's III Pizza","Eastside",89169,3,1.5,"NV","business"
"5601 N Tenaya Way, Ste 104","Alcohol: none,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},Caters: False,DogsAllowed: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: average,OutdoorSeating: False,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 1,RestaurantsReservations: False,RestaurantsTableService: False,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: free","AH0S8pIC160m-vtfbUwA3g","Mexican,Restaurants,Mongolian","Las Vegas","Monday 7:0-21:0,Tuesday 7:0-21:0,Wednesday 7:0-21:0,Thursday 7:0-21:0,Friday 7:0-21:0,Saturday 7:0-21:0,Sunday 7:0-21:0",0,36.2636158,-115.2513918,"El Regio","Centennial",89130,24,4,"NV","business"
"6050 Sky Pointe Dr","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},BestNights: {'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': False},BikeParking: True,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},CoatCheck: False,DogsAllowed: False,GoodForDancing: False,HappyHour: True,HasTV: True,Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False},NoiseLevel: average,OutdoorSeating: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,Smoking: yes,WheelchairAccessible: True","jkhEPQovg6JKPzUr43MC_g","Bars,Arts & Entertainment,Restaurants,Lounges,Nightlife,Casinos","Las Vegas","Monday 0:0-0:0,Tuesday 0:0-0:0,Wednesday 0:0-0:0,Thursday 0:0-0:0,Friday 0:0-0:0,Saturday 0:0-0:0,Sunday 0:0-0:0",1,36.271474,-115.2606133,"Town Center Lounge","Centennial",89130,10,2.5,"NV","business"
"5715 S Pecos Rd","Alcohol: full_bar,Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},BikeParking: False,BusinessAcceptsCreditCards: True,BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},Caters: False,DogsAllowed: False,GoodForKids: True,GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False},HasTV: True,NoiseLevel: quiet,OutdoorSeating: True,RestaurantsAttire: casual,RestaurantsDelivery: False,RestaurantsGoodForGroups: True,RestaurantsPriceRange2: 2,RestaurantsReservations: True,RestaurantsTableService: True,RestaurantsTakeOut: True,WheelchairAccessible: True,WiFi: free","oJX6NTUC98eGAQX4Da097A","Karaoke,Italian,Nightlife,Mediterranean,Restaurants","Las Vegas","Tuesday 11:0-21:0,Wednesday 11:0-21:0,Thursday 11:0-21:0,Friday 11:0-21:0,Saturday 11:0-21:0,Sunday 11:0-21:0",0,36.0860009753,-115.101392381,"Luciano Garden","Southeast",89120,13,3.5,"NV","business"
